>>> 1   كتاب الطهارة  
22   قوله تعالى إن الذين يشترون بعهد الله وأيمانهم ثمنا قليلا آل عمران  
23   قوله تعالى { يا أيها الذين آمنوا } كتب عليكم القصاص  
24   قوله تعالى كتب عليكم الصيام كما كتب على الذين من قبلكم  
25   قوله تعالى وعلى الذين يطيقونه فدية طعام مسكين  
26   قوله تعالى فعدة من أيام أخر  
27   قوله تعالى وكلوا واشربوا حتى يتبين لكم الخيط الأبيض من الخيط الأسود من الفجر  
28   قوله تعالى وليس البر بأن تأتوا البيوت من ظهورها  
29   قوله جل ثناؤه { وقاتلوهم حتى لا تكون فتنة }  
30   قوله تعالى وأنفقوا في سبيل الله  
31   قوله تعالى ولا تلقوا بأيديكم إلى التهلكة  
32   قوله تعالى فمن كان منكم مريضا أو به أذى من رأسه  
33   قوله تعالى فمن تمتع بالعمرة إلى الحج فما استيسر من الهدي  
34   قوله تعالى وتزودوا فإن خير الزاد التقوى  
35   قوله تعالى ثم أفيضوا من حيث أفاض الناس  
36   قوله جل ثناؤه { ومنهم من يقول ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة }  
37   قوله تعالى وهو ألد الخصام  
38   قوله تعالى ويسألونك عن المحيض قل هو أذى فاعتزلوا النساء في المحيض  
39   قوله تعالى نساؤكم حرث لكم فأتوا حرثكم أنى شئتم  
40   قوله تعالى وإذا طلقتم النساء فبلغن أجلهن فلا تعضلوهن  
41   قوله تعالى والذين يتوفون منكم ويذرون أزواجا  
42   قوله جل ثناؤه { حافظوا على الصلوات والصلاة الوسطى }  
43   قوله جل ثناؤه وقوموا لله قانتين  
44   قوله تعالى لا إكراه في الدين  
45   قوله تعالى قد تبين الرشد من الغي  
46   قوله تعالى وإذ قال إبراهيم رب أرني كيف تحيي الموتى  
47   قوله تعالى الشيطان يعدكم الفقر  
48   قوله تعالى ليس عليك هداهم  
49   قوله تعالى لا يسألون الناس إلحافا  
50   قوله تعالى الذين يأكلون الربا  
51   قوله تعالى وأحل الله البيع وحرم الربا  
52   قوله تعالى يمحق الله الربا  
53   قوله تعالى { واتقوا يوما ترجعون فيه إلى الله }  
54   قوله تعالى وإن تبدوا ما في أنفسكم أو تخفوه  
55   قوله تعالى إن مثل عيسى عند الله كمثل آدم خلقه من تراب ثم قال له كن فيكون  
56   قوله تعالى ثم نبتهل فنجعل لعنة الله على الكاذبين  
57   قوله تعالى إن الذين يشترون بعهد الله وأيمانهم ثمنا قليلا  
58   قوله تعالى { قل يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم }  
59   قوله تعالى كيف يهدي الله قوما كفروا بعد إيمانهم  
60   قوله تعالى لن تنالوا البر حتى تنفقوا مما تحبون  
61   قوله تعالى فأتوا بالتوراة فاتلوها إن كنتم صادقين  
62   قوله تعالى إن أول بيت وضع للناس  
63   قوله تعالى { يا أيها الذين آمنوا اتقوا الله حق تقاته }  
64   قوله تعالى كنتم خير أمة أخرجت للناس  
65   قوله تعالى ليسوا سواء من أهل الكتاب  
66   قوله تعالى ولقد نصركم الله ببدر وأنتم أذلة  
67   قوله تعالى ليس لك من الأمر شيء  
68   قوله تعالى والذين إذا فعلوا فاحشة أو ظلموا أنفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب إلا الله  
69   قوله تعالى والرسول يدعوكم في أخراكم  
70   قوله تعالى إذ يغشيكم النعاس أمنة الأنفال  
71   قوله تعالى الذين قال لهم الناس إن الناس قد جمعوا لكم  
72   قوله تعالى فانقلبوا بنعمة من الله وفضل  
73   قوله تعالى سيطوقون ما بخلوا به  
74   قوله تعالى فمن زحزح عن النار وأدخل الجنة فقد فاز  
75   قوله تعالى { لا تحسبن الذين يفرحون بما أتوا }  
76   قوله تعالى إن في خلق السوات والأرض  
77   قوله جل ثناؤه { وإن خفتم ألا تقسطوا في اليتامى }  
78   قوله تعالى يوصيكم الله في أولادكم  
79   قوله تعالى تلك حدود الله ومن يطع الله ورسوله  
80   قوله تعالى أو يجعل الله لهن سبيلا  
81   قوله تعالى لا يحل لكم أن ترثوا النساء كرها  
82   قوله تعالى والمحصنات من النساء إلا ما ملكت أيمانكم  
83   قوله تعالى إن تجتنبوا كبائر ما تنهون عنه  
84   قوله تعالى ولكل جعلنا موالي مما ترك الوالدان والأقربون  
85   قوله تعالى واللاتي تخافون نشوزهن فعظوهن واهجروهن في المضاجع واضربوهن  
86   قوله تعالى فكيف إذا جئنا من كل أمة بشهيد  
87   قوله تعالى لا تقربوا الصلاة وأنتم سكارى  
88   قوله تعالى فلم تجدوا ماء فتيمموا صعيدا طيبا  
89   قوله تعالى يؤمنون بالجبت  
90   قوله تعالى وأولي الأمر  
91   قوله تعالى فلا وربك لا يؤمنون حتى يحكموك فيما شجر بينهم  
92   قوله تعالى فأولئك مع الذين أنعم الله عليهم من النبيين  
93   قوله تعالى ألم تر إلى الذين قيل لهم كفوا أيديكم  
94   قوله تعالى فما لكم في المنافقين فئتين والله أركسهم  
95   قوله تعالى ومن يقتل مؤمنا متعمدا فجزاؤه جهنم  
96   قوله تعالى ولا تقولوا لمن ألقى إليكم السلام لست مؤمنا تبتغون عرض الحياة الدنيا  
97   قوله تعالى لا يستوي القاعدون من المؤمنين  
98   قوله تعالى غير أولي الضرر  
99   قوله تعالى إلا المستضعفين من الرجال  
100   قوله عز و جل { فليس عليكم جناح أن تقصروا من الصلاة }  
101   قوله تعالى ولا جناح عليكم إن كان بكم أذى من مطر  
102   قوله تعالى ليس بأمانيكم ولا أماني أهل الكتاب  
103   قوله تعالى واتخذ الله إبراهيم خليلا  
104   قوله تعالى { يستفتونك في النساء قل الله يفتيكم فيهن وما }  
105   قوله تعالى وإن امرأة خافت من بعلها نشوزا أو إعراضا  
106   قوله تعالى فلا تقعدوا معهم حتى يخوضوا في حديث غيره  
107   علامة المنافق  
108   قوله جل ثناؤه { إنا أوحينا إليك كما أوحينا إلى نوح }  
109   قوله تعالى وكلم الله موسى تكليما  
110   قوله تعالى إنما المسيح عيسى بن مريم رسول الله وكلمته ألقاها إلى مريم وروح منه  
111   قوله تعالى { يستفتونك قل الله يفتيكم في الكلالة }  
112   قوله تعالى اليوم أكملت لكم دينكم  
113   قوله تعالى يا أهل الكتاب  
114   قوله تعالى { قالوا يا موسى إنا لن ندخلها أبدا ما داموا فيها فاذهب أنت وربك فقاتلا }  
